NIP,P6_7_01,P6_7_02,P6_7_03,P6_7_04,P6_7_05,P6_7_06,P6_7_07,P6_7_08,P6_7_09,P6_7_10,P6_8_1,P6_9A_1,P6_9B_1,P6_9C_1,P6_9D_1,P6_8_2,P6_9A_2,P6_9B_2,P6_9C_2,P6_9D_2,P6_8_3,P6_9A_3,P6_9B_3,P6_9C_3,P6_9D_3,P6_10_1,P6_10_2,P6_10_3,P6_10_4,P6_11_1,P6_11_2,P6_11_3,P6_11_4,P6_11_5,P6_12_1,P6_12_2,P6_12_3,P6_12_4,P6_12_5,P6_12_6,P6_12_7,P6_12_8,P6_12_9
152,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,3,3,3,4,4,,,,,,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2
153,1,1,2,2,2,2,2,2,2,2,1,1,1,1,5,2,2,2,2,5,,,,,,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1
154,1,2,1,2,2,2,2,2,2,2,2,2,4,3,4,,,,,,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2
155,1,2,1,2,2,2,2,2,2,2,3,4,3,3,4,,,,,,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2
156,1,1,2,2,2,2,2,2,2,2,3,2,2,3,4,3,3,3,4,4,,,,,,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2
157,1,1,2,2,2,2,2,2,2,2,2,1,2,3,5,2,2,4,3,5,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2
158,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,4,,,,,,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
159,1,1,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,4,4,4,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2
160,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,4,,,,,,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
161,1,2,2,2,2,1,2,2,2,2,3,3,3,2,4,,,,,,1,3,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2
162,1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,3,2,3,3,3,,,,,,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2
163,1,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,3,4,4,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2
164,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,,,,,,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1
165,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,4,4,,,,,,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2
166,1,2,2,2,2,2,2,2,2,2,1,2,2,2,4,,,,,,,,,,,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2
167,1,1,2,2,2,2,2,2,2,2,4,2,3,3,4,2,3,2,3,4,,,,,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2
168,1,1,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,2,2,4,,,,,,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2
169,1,1,2,2,2,2,2,2,2,2,2,2,3,2,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2
170,1,2,2,2,2,2,2,2,2,2,3,2,4,3,4,,,,,,,,,,,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
171,1,2,1,2,2,2,2,2,2,2,3,1,2,3,4,,,,,,3,1,2,3,4,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
172,1,2,2,1,2,2,2,2,2,2,3,2,2,3,4,,,,,,2,2,2,2,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
173,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,1,1,1,2,4,,,,,,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
174,1,1,2,2,2,2,2,2,2,2,3,2,3,4,4,4,3,4,4,4,,,,,,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2
175,1,2,2,2,2,2,2,2,2,2,1,1,3,3,5,,,,,,,,,,,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1
176,1,1,2,2,2,2,2,2,2,2,3,1,4,2,4,4,4,4,4,4,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
177,1,1,2,2,2,2,2,2,2,2,4,1,2,4,4,4,1,3,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2
178,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2
179,1,2,1,2,2,2,2,2,2,2,1,1,2,2,4,,,,,,1,1,2,2,4,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2
180,1,2,2,2,2,2,2,2,2,2,3,4,4,4,4,,,,,,,,,,,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2
181,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,3,1,4,,,,,,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2
182,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,3,3,4,4,,,,,,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2
183,1,2,2,2,1,2,2,2,2,2,2,1,1,2,4,,,,,,2,1,1,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2
184,1,2,2,2,2,2,2,2,2,2,1,1,1,2,4,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
185,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,4,1,3,3,4,,,,,,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
186,1,1,2,2,2,2,2,2,2,2,4,3,2,4,4,4,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
187,2,2,2,1,1,2,2,2,2,2,,,,,,,,,,,1,2,4,3,4,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2
188,1,2,2,2,2,2,2,2,2,2,2,1,1,2,4,,,,,,,,,,,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2
189,1,2,2,2,1,2,2,2,2,2,2,1,2,2,4,,,,,,2,2,2,1,3,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2
190,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,,,,,,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2
191,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
192,1,2,2,2,1,2,2,2,2,2,3,2,3,4,5,,,,,,1,2,2,2,3,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2
193,1,2,2,2,2,2,2,2,2,2,1,2,1,3,2,,,,,,,,,,,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
194,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,2,1,1,1,4,,,,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2
195,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
196,1,2,1,2,2,2,2,2,2,2,1,1,1,1,5,,,,,,2,2,3,4,5,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1
197,1,1,2,2,2,2,2,2,2,2,4,2,3,4,4,4,3,4,4,4,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
198,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,1,1,2,3,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
199,1,2,2,2,2,2,1,2,2,2,4,4,4,4,4,,,,,,3,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2
200,1,2,2,2,1,2,2,2,2,2,3,1,2,2,2,,,,,,4,3,3,3,3,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2
201,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,,,,,,,,,,,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
202,1,1,2,2,2,2,2,2,2,2,4,4,3,4,4,3,2,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
203,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,3,3,4,4,4,,,,,,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
204,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,2,1,2,3,4,,,,,,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2
205,1,2,2,2,1,2,2,2,2,2,3,1,2,2,4,,,,,,2,2,3,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2
206,1,2,2,2,2,2,2,2,2,2,4,3,3,4,4,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
207,1,1,2,2,2,2,2,2,2,2,4,3,4,3,4,4,4,4,4,4,,,,,,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1
208,1,1,2,2,2,2,2,2,2,2,1,1,2,2,5,3,4,4,4,5,,,,,,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2
209,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,,,,,,2,5,5,5,5,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2
210,1,2,2,2,2,1,2,2,2,2,3,3,3,3,4,,,,,,3,3,3,3,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
211,1,1,2,2,2,2,2,2,2,2,2,3,3,4,4,4,3,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
212,1,1,2,2,2,2,2,2,2,2,2,2,3,2,4,2,3,3,2,4,,,,,,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2
213,1,1,2,2,2,2,2,2,2,2,1,1,2,3,4,1,1,2,2,4,,,,,,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2
214,1,2,2,2,2,1,2,2,2,2,1,1,2,3,4,,,,,,2,2,2,2,4,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2
215,1,1,2,2,2,2,2,2,2,2,1,1,2,3,4,1,1,3,3,4,,,,,,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2
216,1,1,2,2,2,2,2,2,2,2,2,1,1,3,4,2,3,3,4,4,,,,,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
217,1,1,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,,,,,,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2
218,1,1,2,2,2,2,2,2,2,2,2,1,1,2,4,3,3,3,4,4,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2
219,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,,,,,,,,,,,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2
220,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,,,,,,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
221,2,2,2,1,2,2,2,1,2,2,,,,,,,,,,,3,2,3,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1
222,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,,,,,,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2
223,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,3,4,4,4,4,,,,,,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2
224,1,1,2,2,2,2,2,2,2,2,1,1,2,1,3,4,2,4,4,4,,,,,,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2
225,1,2,2,2,2,1,2,2,2,2,2,1,2,2,4,,,,,,4,2,3,2,4,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
226,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,2,2,3,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2
227,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,3,3,4,,,,,,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2
228,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,3,1,3,3,3,,,,,,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2
229,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,2,4,4,4,4,,,,,,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1
230,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,4,3,,,,,,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1
231,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,2,2,2,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
232,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
233,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4,3,2,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
234,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,1,1,3,3,4,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2
235,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,3,1,3,3,4,,,,,,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2
236,1,1,2,2,2,2,2,2,2,2,1,2,2,2,4,2,2,3,3,4,,,,,,2,1,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2
237,1,2,2,2,2,2,2,2,2,2,4,3,2,3,4,,,,,,,,,,,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1
238,1,2,1,2,2,2,2,2,2,2,1,1,2,3,4,,,,,,1,1,2,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2
239,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,2,3,3,3,4,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2
240,2,1,2,2,2,1,2,2,2,2,,,,,,1,3,3,4,4,1,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
241,1,1,2,2,2,2,2,2,2,2,1,2,3,3,4,3,4,4,4,4,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2
242,1,2,2,1,2,2,2,2,2,2,2,3,3,3,2,,,,,,2,3,4,4,4,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
243,1,1,2,2,2,2,2,2,2,2,1,1,1,3,4,1,2,2,4,4,,,,,,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
244,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,4,4,4,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
245,1,2,2,2,1,2,2,2,2,2,1,1,1,1,4,,,,,,1,2,2,4,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
246,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4,3,3,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
247,1,1,2,2,2,2,2,2,2,2,1,2,3,3,4,3,3,4,4,4,,,,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
248,2,1,2,2,1,2,2,2,2,2,,,,,,3,3,4,4,4,2,1,2,2,3,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2
249,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,3,3,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
250,1,2,1,2,2,2,2,2,2,2,1,2,1,2,4,,,,,,1,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
251,1,1,2,2,2,2,2,2,2,2,2,3,3,4,4,2,3,3,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
252,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,,,,,,,,,,,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2
253,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,2,1,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
254,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1
255,1,2,2,2,2,2,2,2,1,2,1,1,1,2,4,,,,,,1,1,2,2,4,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
257,1,1,2,2,2,2,2,2,2,2,3,1,2,3,4,3,1,3,3,4,,,,,,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2
258,1,2,1,2,2,2,2,2,2,2,1,2,2,2,3,,,,,,1,2,2,2,3,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2
259,1,1,2,2,2,2,2,2,2,2,1,2,3,2,4,2,2,3,3,4,,,,,,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2
260,1,2,2,2,2,2,2,2,2,2,3,2,1,3,4,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
261,1,1,2,2,2,2,2,2,2,2,2,1,1,2,4,2,1,2,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2
262,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2
263,1,1,2,2,2,2,2,2,2,2,3,2,2,4,3,4,3,3,4,3,,,,,,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2
264,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,2,1,2,2,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2
265,1,2,2,2,2,2,2,2,2,2,3,2,4,3,4,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2
266,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,3,4,4,,,,,,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2
267,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,2,1,3,4,4,,,,,,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2
268,1,2,2,2,2,2,2,2,2,2,2,1,2,3,4,,,,,,,,,,,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2
269,1,2,2,2,1,2,2,2,2,2,3,1,2,1,3,,,,,,2,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2
270,1,2,1,2,2,2,2,2,2,2,1,1,1,2,3,,,,,,1,1,2,3,4,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2
271,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,3,3,4,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2
272,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,4,3,3,4,4,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
273,1,1,2,2,2,2,2,2,2,2,1,1,2,3,4,3,2,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
274,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,4,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
275,1,1,2,2,2,2,2,2,2,2,3,2,3,3,4,3,3,3,3,4,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2
276,1,1,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,3,3,4,,,,,,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1
277,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,1,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
278,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,,,,,,,,,,,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2
279,2,1,2,2,2,2,2,2,2,2,,,,,,4,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
281,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,1,4,,,,,,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
282,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,4,3,3,4,4,,,,,,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2
283,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,,,,,,,,,,,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2
284,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,3,3,4,,,,,,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1
285,1,2,1,2,2,2,2,2,2,2,2,1,2,2,4,,,,,,1,1,1,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
286,1,2,1,2,2,2,2,2,2,2,2,2,2,3,4,,,,,,3,4,3,4,4,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2
287,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,4,,,,,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
288,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,3,4,3,3,4,,,,,,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
289,1,2,2,2,2,2,2,2,2,2,2,1,2,2,4,,,,,,,,,,,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2
290,1,1,2,2,2,2,2,2,2,2,4,1,2,2,4,4,1,2,2,4,,,,,,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2
291,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,3,3,2,2,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
292,1,1,2,2,2,2,2,2,2,2,3,4,3,4,4,2,2,3,4,4,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2
294,1,1,2,2,2,2,2,2,2,2,1,1,1,1,5,1,2,2,2,5,,,,,,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
295,2,2,1,2,2,2,2,1,2,2,,,,,,,,,,,2,2,4,4,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
296,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,3,2,4,4,4,,,,,,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2
297,1,1,2,2,2,2,2,2,2,2,2,1,1,1,4,3,1,2,2,4,,,,,,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2
298,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,,,,,,1,2,2,2,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2
299,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,,,,,,,,,,,2,2,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2
300,1,2,2,2,2,2,1,2,2,2,3,3,4,4,4,,,,,,4,4,4,4,4,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2
301,1,1,2,2,2,2,2,2,2,2,1,1,1,1,5,4,4,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2
302,1,1,2,2,2,2,2,2,2,2,3,2,2,3,4,3,3,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
303,1,2,1,2,2,2,2,2,2,2,3,1,2,2,4,,,,,,2,1,2,2,4,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
304,1,1,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2
305,1,1,2,2,2,2,2,2,2,2,1,1,2,1,3,3,3,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
306,1,1,2,2,2,2,2,2,2,2,3,2,3,3,4,3,2,2,2,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
307,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
308,1,1,2,2,2,2,2,2,2,2,4,3,3,3,4,4,4,4,3,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2
309,1,1,2,2,2,2,2,2,2,2,1,3,3,3,4,3,4,4,4,4,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2
310,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,1,1,2,2,4,,,,,,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2
311,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,3,4,4,4,4,,,,,,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
312,1,1,2,2,2,2,2,2,2,2,1,1,3,2,4,2,1,3,3,4,,,,,,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2
313,1,1,2,2,2,2,2,2,2,2,1,2,2,1,4,4,4,4,4,4,,,,,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2
314,1,1,2,2,2,2,2,2,2,2,3,2,2,3,5,3,4,4,4,4,,,,,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
315,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,3,3,4,,,,,,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2
316,2,1,2,2,1,2,2,2,2,2,,,,,,3,1,2,2,4,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2
317,1,1,2,2,2,2,2,2,2,2,4,2,3,3,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
318,1,1,2,2,2,2,2,2,2,2,4,3,3,4,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2
319,1,1,2,2,2,2,2,2,2,2,4,1,3,3,4,4,2,4,4,4,,,,,,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2
320,1,1,2,2,2,2,2,2,2,2,3,1,2,4,4,3,2,3,4,4,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1
